prompt_id,prompt,q_text,q_image,q_audio,judge_mean,judge_grade,nb_p_good_loo,lr_gr_loo,s1_text_image,s2_text_audio,s3_image_audio,tsas,wtsas_final
161,A tiny giraffe holding a jar of fireflies in a bamboo grove,0.848615,0.4823987958994999,0.872402291448875,3.5,0.625,0.4228,0.8002,0.4096,0.0768,0.0368,0.1744,0.1037
162,A dolphin brewing coffee at dawn at a countryside fair,0.839827,0.472158452638,0.8938659936348751,3.5,0.625,0.4027,0.7671,0.382,0.0519,-0.0006,0.1445,0.0817
163,A lamb baker in a lantern-lit alley,0.832111,0.4898951568754999,0.860137581633875,2.75,0.4375,0.3091,0.6438,0.2915,0.1444,0.1181,0.1847,0.1295
164,A otter reading under an umbrella in a cozy library,0.838847,0.4855550929195,0.8861090466479999,4.25,0.8125,0.41,0.7873,0.4456,0.0985,0.1227,0.2223,0.1373
165,A crow teacher brewing coffee at dawn,0.815614,0.475238212088,0.8490753094395,3.5,0.625,0.1484,0.3608,0.334,0.0945,-0.0576,0.1236,0.0733
166,"A turtle playing a tiny violin, in a vintage storybook style",0.834271,0.463547356658875,0.874412544503875,3.75,0.6875,0.2919,0.6355,0.3596,0.0024,0.0615,0.1412,0.0767
167,A dragonfly building a sandcastle in an autumn park,0.840808,0.4715850449875,0.874857482078875,4.0,0.75,0.3465,0.7125,0.4527,0.0058,0.0509,0.1698,0.083
168,A tiny bat holding a stack of books in a lavender meadow,0.845251,0.4404357268555,0.8833124616755,4.5,0.875,0.3269,0.6744,0.4122,0.0791,0.025,0.1721,0.1005
169,A cat climbing a snowy peak at a mountain lake at sunrise,0.838636,0.497868647712,0.8833617615555,4.25,0.8125,0.444,0.828,0.377,0.0609,0.0893,0.1757,0.1085
170,A chinchilla juggler on a train platform,0.849003,0.4610549467179999,0.873251280621875,3.5,0.625,0.3672,0.7296,0.4401,0.0981,0.1178,0.2186,0.1347
171,"A tiger building a birdhouse in a bustling market, in soft pastel colo",0.852555,0.4807122619394999,0.8825350608955,3.5,0.625,0.4715,0.8561,0.3891,0.0374,0.0885,0.1717,0.101
172,A beaver botanist watering a rooftop garden,0.836307,0.4331216719819999,0.850341539009875,4.25,0.8125,0.1675,0.412,0.3487,0.1391,0.0901,0.1926,0.1277
173,A tiny bumblebee holding an old brass compass on a foggy harbor,0.847625,0.4611903391755,0.882198511118,3.75,0.6875,0.3871,0.7544,0.4682,0.0897,0.1192,0.2257,0.1344
174,A lamb dj on a rooftop at night,0.822764,0.4711434836598749,0.8829113407395001,3.5,0.625,0.2613,0.588,0.3967,0.0748,0.1704,0.214,0.1328
175,A penguin and a chameleon feeding pigeons in a plaza,0.835577,0.4446823949875,0.878232742538875,3.5,0.625,0.2759,0.6033,0.3804,0.0427,0.0697,0.1643,0.0952
176,A squirrel and a giraffe tending a beehive,0.84958,0.470635624768,0.874810187502,4.25,0.8125,0.3929,0.7662,0.3767,0.0076,0.0639,0.1494,0.0817
177,A rhino writing a letter in a lantern-lit alley,0.844974,0.4669998239019999,0.8638364245968749,3.75,0.6875,0.3298,0.677,0.4579,0.1225,0.1436,0.2414,0.1515
178,A cheerful axolotl locksmith with a stack of books,0.841464,0.489940912139875,0.834390942142,3.5,0.625,0.2279,0.532,0.3858,0.1405,0.1578,0.228,0.1532
179,A tiny spider holding a paper airplane in a moonlit garden,0.850097,0.477408465888,0.9043246346875,3.75,0.6875,0.4908,0.8728,0.4528,0.1373,0.1123,0.2341,0.1499
180,A cheerful wombat locksmith with a ball of yarn,0.838616,0.4600746221874999,0.859861664996875,3.25,0.5625,0.2674,0.5849,0.3512,0.1524,0.1144,0.206,0.1398
181,A tiny donkey holding a wooden music box in a bamboo grove,0.851432,0.4632581609355,0.8943267321755001,3.75,0.6875,0.4423,0.8152,0.4752,0.0094,0.1122,0.1989,0.1015
182,A crab folding origami cranes under a starry sky,0.821102,0.470861142621875,0.870258195358,4.0,0.75,0.2039,0.4938,0.3729,0.0823,0.1374,0.1975,0.1246
183,A cheerful dragonfly fencer with a slice of cake,0.836622,0.453432682274875,0.900435907179875,3.0,0.5,0.3454,0.6909,0.4039,0.1345,0.1086,0.2157,0.1399
184,A fox and a pufferfish surfing a big wave,0.839813,0.4872609063875,0.8701554055468751,2.75,0.4375,0.3812,0.7491,0.3473,0.0579,0.1018,0.169,0.1065
185,"A shark building a sandcastle, in a dreamy haze",0.819285,0.4433315365355,0.868236256288875,3.0,0.5,0.1674,0.409,0.3555,0.0307,0.1159,0.1674,0.0976
186,A tiny piglet holding a jar of fireflies on a cliff overlooking the se,0.85105,0.4691923194754999,0.8712474996398749,4.25,0.8125,0.3843,0.7534,0.4036,0.0869,0.0775,0.1893,0.1172
187,A tiny ladybug holding a paper lantern in a desert at noon,0.827826,0.4495017283138749,0.8711835975180001,4.25,0.8125,0.2167,0.5119,0.4168,0.0504,0.1034,0.1902,0.1093
188,A llama florist flying a hot air balloon,0.834974,0.4602360983679999,0.8903050443155001,3.5,0.625,0.3328,0.6804,0.4134,0.0235,0.0485,0.1618,0.0864
189,"A shark reading tarot cards in a moonlit garden, photorealistic",0.831659,0.490960819552,0.885158358671875,3.75,0.6875,0.3841,0.7539,0.4824,0.0387,0.0903,0.2038,0.1086
190,A cheerful shark jeweler with a paper lantern,0.833981,0.4729933260795,0.8576498928795,3.25,0.5625,0.2638,0.5782,0.2972,0.139,0.087,0.1744,0.1206
191,A hamster chasing fireflies in a misty valley,0.840285,0.4560957631888749,0.8761378968879999,4.25,0.8125,0.3119,0.6617,0.4003,0.0845,0.0526,0.1791,0.1084
192,A chinchilla mountaineer photographing the moon,0.845065,0.4898927262248749,0.8594495053548751,4.5,0.875,0.3734,0.7327,0.4155,0.068,0.1073,0.1969,0.1195
193,A dolphin and a beetle carving a wooden spoon,0.830345,0.4594674886155,0.8697564059499999,3.75,0.6875,0.2495,0.5674,0.3821,0.0743,0.0893,0.1819,0.1115
194,A hippo and a beetle skateboarding down a hill,0.839047,0.4637319748994999,0.8717951769548751,3.5,0.625,0.3135,0.6632,0.4099,0.0417,0.0614,0.171,0.0963
195,A kangaroo and a seahorse climbing a snowy peak,0.853572,0.4901353239988749,0.8797803988875,3.75,0.6875,0.5018,0.8917,0.4561,-0.0125,0.0589,0.1675,0.0785
196,A tiny peacock holding an old brass compass at a countryside fair,0.844961,0.4388857441098749,0.8814122797388749,3.5,0.625,0.3245,0.6686,0.4342,0.0204,0.0844,0.1797,0.0952
197,A alpaca violinist exploring a cave,0.831103,0.486669237328875,0.8723131564875,3.5,0.625,0.3267,0.685,0.4616,0.0413,0.023,0.1753,0.0898
198,"A goose building a sandcastle, in a vintage storybook style",0.82908,0.4616306968,0.855304132348875,4.0,0.75,0.1995,0.4711,0.4228,-0.0565,0.0386,0.135,0.0523
199,A tiny butterfly holding a basket of apples in a lavender meadow,0.846642,0.4439383874395,0.882983658368,4.5,0.875,0.3399,0.6924,0.3839,0.0469,0.0497,0.1602,0.0929
200,A tiny badger holding a bouquet of wildflowers in a sunflower field,0.850754,0.4511126668848749,0.880210242478,4.25,0.8125,0.3664,0.7284,0.4175,0.1109,0.0682,0.1989,0.124
201,A mole lighthouse keeper climbing a snowy peak,0.8395,0.4287018742755,0.8651668915180001,3.5,0.625,0.2362,0.5355,0.3431,0.0846,0.0189,0.1489,0.0929
202,A newt blacksmith in a snowy village,0.829823,0.485920647104875,0.875240240028875,2.5,0.375,0.3268,0.6829,0.3813,0.1057,0.0328,0.1733,0.1082
203,A hedgehog magician in a sunflower field,0.834873,0.489098889721875,0.8810994288320001,4.5,0.875,0.3799,0.7554,0.379,-0.0034,0.008,0.1279,0.0635
204,"A shark flying a kite in a storm, watercolor style",0.848096,0.460675298714875,0.889373676152,3.25,0.5625,0.4077,0.7753,0.3596,-0.0472,0.0457,0.1194,0.0537
205,A tiny dolphin holding a small telescope in an autumn park,0.845312,0.4725955883995,0.8987156969875,3.25,0.5625,0.4449,0.816,0.4407,0.008,0.0615,0.1701,0.0863
206,A duck and a hedgehog dancing in the rain,0.843965,0.4466262419519999,0.8813457975138749,3.75,0.6875,0.3334,0.6826,0.4061,0.0037,-0.0586,0.1171,0.0507
207,A cheerful lemur paramedic with a glowing lantern,0.840314,0.4827802200795,0.888354834622,4.0,0.75,0.4165,0.7925,0.386,0.1046,0.1896,0.2267,0.1491
208,"A shark repairing a pocket watch on a wooden bridge, watercolor style",0.84576,0.4355300360879999,0.8818354298998751,3.25,0.5625,0.3237,0.6668,0.4364,0.0843,0.154,0.2249,0.1365
209,"A axolotl conducting an orchestra, in warm golden light",0.82568,0.448254221103875,0.817888121144875,3.75,0.6875,0.0637,0.1238,0.4265,0.0509,0.0522,0.1765,0.0972
210,A snail baking sourdough in a coral reef,0.838905,0.3968386353595,0.872102433794875,3.0,0.5,0.2238,0.523,0.3141,0.0854,0.1065,0.1687,0.1083
211,"A ant sketching in a cafe on a foggy harbor, in a cozy hand-drawn styl",0.839976,0.461973826488,0.8600568800355001,3.5,0.625,0.2791,0.6027,0.4725,0.1381,0.1483,0.253,0.1588
212,A gecko weaver folding origami cranes,0.829863,0.445263240393875,0.8806709650554999,3.75,0.6875,0.2505,0.5642,0.3178,0.0317,0.0584,0.136,0.0813
213,A cheerful ferret referee with a ball of yarn,0.833556,0.4685029653718749,0.870666110462,4.5,0.875,0.2837,0.6255,0.399,0.1047,0.1016,0.2018,0.1276
214,"A chinchilla conducting an orchestra in a lavender meadow, watercolor ",0.841941,0.4834828210048749,0.8617585982448751,3.5,0.625,0.3521,0.7052,0.4434,0.0085,0.0204,0.1574,0.0758
215,A robin gardening on a balcony in a bustling market,0.846094,0.473373154219875,0.8661987406720001,3.5,0.625,0.3607,0.7198,0.419,0.0666,0.064,0.1832,0.1076
216,A tiny llama holding a stack of books under a starry sky,0.846585,0.461628096958,0.866209518702,4.25,0.8125,0.3276,0.6776,0.4118,0.0436,0.1047,0.1867,0.1081
217,"A beetle repairing a pocket watch, in a whimsical cartoon style",0.83386,0.4326076704395,0.873555372448,4.0,0.75,0.2311,0.5311,0.3879,0.1648,0.2071,0.2533,0.169
218,A zebra jeweler in a greenhouse,0.840891,0.455382971968875,0.8675481010998749,3.25,0.5625,0.2943,0.6298,0.3694,0.0954,0.0245,0.1631,0.1015
219,A cheerful hamster astronaut with a wooden music box,0.835347,0.463013783573875,0.851001369272,3.75,0.6875,0.2233,0.5105,0.3808,0.1055,0.2255,0.2373,0.1539
220,A tiny lobster holding a bunch of balloons in a neon nightclub,0.846131,0.445637207144875,0.864114935246875,4.5,0.875,0.2845,0.6139,0.4137,0.0236,0.0859,0.1744,0.0954
221,A jellyfish ranger gardening on a balcony,0.822782,0.4582897595995,0.8712986091180001,2.75,0.4375,0.2129,0.5007,0.3582,0.1015,0.1421,0.2006,0.1297
222,A hippo violinist mixing a bubbling potion,0.839781,0.454920156923875,0.876578176453875,3.25,0.5625,0.313,0.6603,0.3886,0.0838,0.0305,0.1676,0.1012
223,A axolotl professor juggling glowing orbs,0.824136,0.4844593065898749,0.8314993155748751,3.25,0.5625,0.1329,0.3385,0.3683,0.2014,0.2179,0.2625,0.1815
224,A raccoon riding a unicycle on a foggy harbor,0.847076,0.4762081952355,0.851875180444875,4.5,0.875,0.3033,0.6382,0.4562,0.1027,0.1473,0.2354,0.1456
225,A tiny bumblebee holding a ball of yarn in a cluttered workshop,0.850328,0.4790837161218749,0.859401868059875,3.75,0.6875,0.3728,0.7298,0.4402,0.0382,0.1128,0.1971,0.1113
226,A tiny elephant holding an old brass compass in an autumn park,0.834838,0.403206266113875,0.880363941438,4.25,0.8125,0.1948,0.4694,0.445,0.0291,0.0849,0.1863,0.0978
227,A tiny lion holding a jar of fireflies in a desert at noon,0.849951,0.4452976796875,0.875917618603875,3.75,0.6875,0.3459,0.6986,0.398,0.075,0.0198,0.1643,0.0968
228,A cheerful elephant gardener with a pocket watch,0.842218,0.425748561113875,0.868077920558,3.75,0.6875,0.2537,0.5643,0.3842,0.0799,0.0198,0.1613,0.0962
229,A rhino astronomer on a floating island,0.833329,0.474544702743875,0.8812189657795,4.25,0.8125,0.3256,0.6865,0.3738,0.1389,0.1468,0.2198,0.1475
230,A tiny fox holding a glowing lantern under a starry sky,0.848402,0.473553401489875,0.8772212862,4.5,0.875,0.4027,0.7794,0.375,0.0428,0.0807,0.1662,0.0991
231,A seahorse juggler on a rainy street,0.836647,0.4657972892479999,0.8964676488148751,3.75,0.6875,0.3707,0.7248,0.4344,-0.0243,0.0453,0.1518,0.0682
232,"A dolphin carving a wooden spoon, in a vintage storybook style",0.845355,0.4735183772138749,0.8725137418755,3.75,0.6875,0.377,0.7458,0.353,0.0047,0.1418,0.1665,0.0959
233,A tiny duck holding a ball of yarn on a rooftop at night,0.846117,0.4786449871875,0.8692934015288749,4.25,0.8125,0.3805,0.7504,0.4671,0.0887,0.1317,0.2292,0.1378
234,A cheerful sloth cobbler with a bowl of ramen,0.828677,0.436186679298875,0.8444146860238749,3.25,0.5625,0.1309,0.3256,0.3328,0.1682,0.1242,0.2084,0.1413
235,"A pony surfing a big wave on a train platform, in soft pastel colors",0.838681,0.4792897564355,0.8576966167679999,4.5,0.875,0.2999,0.634,0.4439,0.0542,0.0683,0.1888,0.1059
236,"A pony tuning a grand piano, in a vintage storybook style",0.830881,0.428544996098875,0.867232218448875,3.5,0.625,0.2017,0.4749,0.3568,0.0379,0.0813,0.1587,0.0927
237,A tiny lion holding a paper airplane on a rainy street,0.849217,0.471145025319875,0.8580219764995001,4.0,0.75,0.3309,0.6774,0.4209,0.0923,0.051,0.188,0.1136
238,A cheerful sloth knight with a jar of fireflies,0.832992,0.523211996878,0.843700865923875,3.75,0.6875,0.3546,0.7088,0.3356,0.0845,0.1004,0.1735,0.1146
239,A lemur and a lion racing a paper airplane,0.839578,0.4913665,0.8611908395968749,3.25,0.5625,0.3622,0.7171,0.4389,0.0547,0.1163,0.2033,0.1186
240,A mantis perfumer on a rooftop at night,0.824823,0.448331719023875,0.8891051218555001,4.25,0.8125,0.233,0.5337,0.4613,0.0601,0.0988,0.2068,0.1156
241,A goose drummer in a candlelit cafe,0.825458,0.453668700379875,0.8685347615554999,3.0,0.5,0.2108,0.4984,0.4088,0.0557,0.118,0.1942,0.1139
242,A cheerful hummingbird jeweler with a steaming teacup,0.836334,0.4430324059875,0.8772870200955,3.75,0.6875,0.2751,0.6014,0.4025,0.083,0.0912,0.1922,0.1171
243,A seahorse magician playing a tiny violin,0.840697,0.4721180763554999,0.8517715038,3.5,0.625,0.2724,0.5892,0.3976,0.0573,0.0558,0.1703,0.0997
244,A tiny elephant holding a small telescope at a mountain lake at sunris,0.846438,0.495175702659875,0.8903017343755,4.25,0.8125,0.5001,0.8878,0.3866,0.0695,0.0985,0.1849,0.1156
245,A hummingbird archer on a foggy harbor,0.838606,0.514469157373875,0.8774533497279999,4.25,0.8125,0.4876,0.875,0.4404,0.0914,0.0581,0.1966,0.1177
246,A cat sailor reading tarot cards,0.82072,0.456612058044875,0.849863742462,3.75,0.6875,0.1432,0.3492,0.3674,0.1532,0.1999,0.2402,0.1602
247,A beetle carpenter in a neon nightclub,0.836113,0.4591697322298749,0.857974054558,2.75,0.4375,0.2473,0.5506,0.2941,0.1473,0.1112,0.1842,0.1279
248,A lemur perfumer baking sourdough,0.806432,0.491794061454875,0.841217861088,4.0,0.75,0.0474,0.0,0.3867,0.0563,0.0827,0.1752,0.1034
249,"A pufferfish building a birdhouse, in warm golden light",0.851898,0.4915854415819999,0.8794560740998749,3.5,0.625,0.4969,0.8864,0.4783,0.0608,0.0498,0.1963,0.1068
250,A tiny giraffe holding a small telescope beside a waterfall,0.852334,0.464013151168,0.8937077036354999,3.75,0.6875,0.4478,0.8221,0.3574,0.0682,0.0591,0.1616,0.1011
251,A kangaroo magician juggling glowing orbs,0.844211,0.490744815488,0.8904274549995,3.25,0.5625,0.4818,0.8643,0.3815,0.0389,0.1196,0.18,0.1084
252,"A goose sketching in a cafe in a desert at noon, in a whimsical cartoo",0.823568,0.489973036763875,0.877209091734875,3.75,0.6875,0.3015,0.6494,0.5186,0.1062,0.0807,0.2352,0.133
253,A crab watering a rooftop garden on a foggy harbor,0.84936,0.482790018721875,0.874338986539875,3.0,0.5,0.4346,0.8148,0.4827,0.0691,0.0666,0.2061,0.1145
254,"A piglet racing a paper airplane in a snowy village, watercolor style",0.84925,0.4552400292198749,0.869905622274875,4.25,0.8125,0.3378,0.6914,0.4115,0.0326,0.1157,0.1866,0.1064
255,A tiny ferret holding a ball of yarn on a wooden bridge,0.849495,0.4575133236355,0.881960391502,4.25,0.8125,0.3803,0.7472,0.3754,0.1259,0.0903,0.1972,0.1301
256,A cheerful axolotl jeweler with a paper airplane,0.847164,0.458956108878,0.853998017371875,3.75,0.6875,0.2811,0.6043,0.3702,0.1374,0.2018,0.2364,0.1591
257,A cheerful lamb wizard with a paper airplane,0.828252,0.4450646382048751,0.8625595,3.75,0.6875,0.1975,0.4673,0.3161,0.0329,0.0975,0.1488,0.09
258,"A kangaroo surfing a big wave in a cherry blossom park, photorealistic",0.836215,0.489129637509875,0.8873125661395,4.0,0.75,0.408,0.7835,0.4492,0.0709,0.0403,0.1868,0.1052
259,A firefly weaver chasing fireflies,0.81947,0.418487174339875,0.8484768547154999,3.5,0.625,0.0981,0.2323,0.3538,0.0619,0.0377,0.1511,0.0895
260,"A otter surfing a big wave at a countryside fair, in a vintage storybo",0.841014,0.5019976943155,0.8703555059155,4.0,0.75,0.4335,0.8134,0.409,-0.0689,0.068,0.1361,0.0541
261,"A bear rowing across a misty lake on a foggy harbor, in a whimsical ca",0.83571,0.4837899471875,0.8588990471875,3.75,0.6875,0.3066,0.6415,0.4007,0.0034,0.083,0.1624,0.0866
262,A cheerful panda blacksmith with a basket of apples,0.840407,0.4927713374555,0.896578967392,2.75,0.4375,0.4809,0.858,0.39,0.0725,0.1009,0.1878,0.1172
263,A badger and a elephant flying a kite in a storm,0.831605,0.485235205828875,0.8493483466155001,3.75,0.6875,0.247,0.5486,0.4349,0.0272,0.0555,0.1725,0.0914
264,A cheerful squirrel archaeologist with a tiny umbrella,0.841688,0.435208618471875,0.876984966063875,3.75,0.6875,0.2905,0.6209,0.3859,0.0758,0.0974,0.1864,0.1143
265,"A axolotl repairing a pocket watch beside a waterfall, in warm golden ",0.832358,0.465801522378875,0.8498260443718749,3.0,0.5,0.2097,0.4863,0.4314,0.0736,0.0839,0.1963,0.115
266,A scorpion and a tiger feeding pigeons in a plaza,0.836149,0.4503858439875,0.8395627108738749,3.75,0.6875,0.1572,0.3914,0.4148,0.0698,0.0623,0.1823,0.1063
267,A pony ice skating at night in a cherry blossom park,0.83874,0.435215671288,0.8875149749448751,3.5,0.625,0.2998,0.6321,0.3388,0.0599,0.0539,0.1509,0.0929
268,"A alpaca gardening on a balcony in a greenhouse, in a vintage storyboo",0.833197,0.460124711648,0.870347938339875,3.75,0.6875,0.2684,0.5972,0.3637,0.0306,0.0856,0.16,0.0931
269,A scorpion chef under a starry sky,0.822642,0.4947400546195,0.8734842088320001,3.5,0.625,0.3015,0.6465,0.3733,0.0235,0.0803,0.159,0.091
270,A tiny peacock holding a glowing lantern on a rooftop at night,0.844766,0.4826410238,0.886586635742,3.75,0.6875,0.4456,0.8254,0.44,0.1117,0.1121,0.2213,0.139
271,A badger folding origami cranes on a quiet beach at dusk,0.83936,0.4312924580955,0.8964194183755,3.75,0.6875,0.3102,0.6462,0.4646,0.0513,0.1231,0.213,0.1185
272,A tiny fox holding a steaming teacup on a floating island,0.84128,0.443548647712,0.879820330844875,4.25,0.8125,0.3038,0.6448,0.4079,0.0407,0.152,0.2002,0.1166
273,A hamster alchemist in a candlelit cafe,0.847044,0.4868409198398749,0.8938284057420001,4.5,0.875,0.4801,0.8625,0.3885,0.1806,0.0681,0.2124,0.1439
274,"A narwhal stargazing on a rooftop in a desert at noon, with bold vivid",0.839472,0.4910112310795,0.8572790699874999,3.5,0.625,0.3444,0.6909,0.4335,0.1366,0.1502,0.2401,0.1564
275,"A dog balancing on a tightrope, in soft pastel colors",0.853367,0.4634297735395,0.8787693187594999,4.25,0.8125,0.4019,0.7745,0.3828,-0.0306,0.156,0.1694,0.0872
276,"A scorpion ice skating at night under a starry sky, in a vintage story",0.819472,0.4698152584718749,0.8811816715499999,3.5,0.625,0.2357,0.547,0.4068,0.0626,0.09,0.1865,0.11
277,"A peacock blowing glass ornaments, in warm golden light",0.840034,0.402647899533875,0.8831712862755,3.5,0.625,0.2574,0.5754,0.4134,0.0054,-0.012,0.1356,0.0638
278,A cheerful octopus mountaineer with a paper lantern,0.845177,0.490053979344875,0.855309448942,4.5,0.875,0.354,0.706,0.4537,0.0442,0.0758,0.1912,0.1054
279,A cheerful lobster diver with a paper airplane,0.841245,0.4617132848488749,0.870030256721875,3.5,0.625,0.3167,0.6648,0.4134,0.0648,0.2416,0.24,0.1471
280,"A koala folding origami cranes, in a dreamy haze",0.845952,0.4580372704798749,0.8874537866688751,3.5,0.625,0.3848,0.7481,0.3342,0.0414,0.0898,0.1551,0.0954
281,A tiny hippo holding a jar of fireflies in an autumn park,0.841077,0.476555419193875,0.8802736622795,4.75,0.9375,0.3781,0.7527,0.4177,0.0657,0.013,0.1655,0.0934
282,A tiny crow holding a slice of cake in a cherry blossom park,0.846573,0.4657279363354999,0.900006268832,4.75,0.9375,0.4141,0.7818,0.4622,0.0619,0.0494,0.1912,0.1054
283,A cheerful beaver florist with a slice of cake,0.846431,0.4416896335395,0.890475287604875,4.0,0.75,0.3489,0.7018,0.3631,0.1067,0.0896,0.1864,0.1211
284,A firefly and a hamster picking apples in autumn,0.832258,0.452341540672,0.8761084448755,3.5,0.625,0.2639,0.5895,0.3884,0.0637,0.0461,0.166,0.0977
285,A tiny frog holding a slice of cake in a snowy village,0.843923,0.443202441742,0.8824061089580001,4.0,0.75,0.3235,0.6708,0.4265,0.117,0.0517,0.1984,0.1218
286,A dragonfly referee on a train platform,0.841237,0.453258186718875,0.876705146168,3.5,0.625,0.3183,0.6664,0.4323,0.1453,0.0768,0.2182,0.1384
287,A ant astronomer beside a waterfall,0.821421,0.497481706808,0.8816900243194999,4.0,0.75,0.3018,0.6464,0.3243,0.1307,0.1633,0.2061,0.1415
288,A tiny peacock holding a pocket watch on a foggy harbor,0.851241,0.474718058942,0.884361504448,4.0,0.75,0.4412,0.8221,0.479,0.0571,0.0815,0.2059,0.1136
289,A flamingo and a goose napping in a hammock,0.846805,0.447487265746875,0.890596209619875,3.5,0.625,0.3722,0.7292,0.4074,0.0543,0.0278,0.1632,0.0923
290,A tiny walrus holding an old brass compass on a cliff overlooking the ,0.847265,0.4635944174395,0.8805658613874999,4.5,0.875,0.3801,0.7496,0.4522,0.1263,0.1827,0.2537,0.1625
291,A chinchilla ranger in an autumn park,0.827873,0.469734394963875,0.8581758097448751,3.75,0.6875,0.225,0.5158,0.3781,0.08,0.081,0.1797,0.1111
292,A moth potter at a countryside fair,0.81733,0.4562529127999999,0.852889093678,4.0,0.75,0.115,0.277,0.3584,0.0075,0.0013,0.1224,0.0631
293,"A sloth fishing off a wooden pier, in a dreamy haze",0.84183,0.4271771565594999,0.8900376422794999,4.5,0.875,0.2953,0.6286,0.4174,0.0841,0.0505,0.184,0.1088
294,"A goat knitting a scarf in an enchanted forest, in gentle morning ligh",0.845957,0.452811576078,0.8923349539995,3.25,0.5625,0.3835,0.7431,0.4366,0.0209,0.1426,0.2,0.1101
295,A salamander and a chameleon sipping tea in a garden,0.841979,0.436464439623875,0.8917042096538749,3.75,0.6875,0.3269,0.6689,0.3857,0.0434,0.0026,0.1439,0.0796
296,"A octopus harvesting wildflowers, in warm golden light",0.837795,0.4532665356795,0.876707693088,4.0,0.75,0.294,0.6361,0.433,0.0085,0.1038,0.1818,0.0952
297,A lemur and a wombat repairing a pocket watch,0.843697,0.4331362437555,0.876740437349875,3.25,0.5625,0.2965,0.6292,0.4223,0.0911,0.1177,0.2103,0.1285
298,"A flamingo ice skating at night, with bold vivid colors",0.835672,0.4635273058795,0.8588778774718749,4.25,0.8125,0.2508,0.5615,0.38,0.018,0.0315,0.1432,0.0772
299,A sloth and a tiger reading a giant book,0.844048,0.4526792084955,0.881929839863875,3.75,0.6875,0.3475,0.7029,0.4051,0.0433,0.0816,0.1766,0.1015
300,A tiny newt holding an old brass compass in an autumn park,0.838628,0.436329629173875,0.884962884989875,3.75,0.6875,0.2957,0.6271,0.412,0.0116,0.119,0.1808,0.0976
301,A jellyfish and a moth solving a crossword,0.829287,0.433871462746875,0.8741031661195,3.25,0.5625,0.2171,0.5047,0.3101,0.1182,0.1336,0.1873,0.1252
302,A beaver and a peacock harvesting wildflowers,0.845277,0.4389043274875,0.890829750453875,3.5,0.625,0.3469,0.6962,0.3821,-0.0158,0.0402,0.1355,0.0664
303,A scorpion coach in a coral reef,0.827279,0.432736713699875,0.8640957625579999,3.25,0.5625,0.1813,0.4352,0.3291,0.1028,0.1755,0.2025,0.1319
304,A spider and a flamingo feeding pigeons in a plaza,0.833315,0.440724537421875,0.8694175652555001,3.0,0.5,0.2352,0.5365,0.3874,0.0046,0.0091,0.1337,0.0669
305,A wombat picking apples in autumn in a sunflower field,0.838511,0.440103687634875,0.8610862188155,3.25,0.5625,0.235,0.5326,0.375,0.0063,-0.0102,0.1237,0.0619
306,"A lemur playing a tiny violin on a rainy street, watercolor style",0.852346,0.49569678355,0.869967030284875,4.0,0.75,0.4703,0.8554,0.4351,0.031,0.0446,0.1702,0.0913
307,A tiny pufferfish holding an old brass compass at a mountain lake at s,0.847462,0.4565104647755,0.866337447621875,3.75,0.6875,0.3264,0.6723,0.4584,0.076,0.1142,0.2162,0.1267
308,A newt blacksmith solving a crossword,0.831476,0.479053902194875,0.865928010232,3.0,0.5,0.2898,0.6272,0.2842,0.1035,0.1617,0.1831,0.125
309,A cheerful bat mountaineer with a paper airplane,0.835052,0.4935613808875,0.8521338398795,4.5,0.875,0.2926,0.6204,0.457,0.0669,0.0775,0.2005,0.1142
310,"A butterfly exploring a cave at a countryside fair, in a whimsical car",0.833197,0.4885580720155,0.8865540341788751,4.0,0.75,0.3831,0.754,0.395,0.0146,-0.0048,0.1349,0.068
311,"A badger tending a beehive in a lavender meadow, with bold vivid color",0.846636,0.437564307998875,0.8825258659088749,4.5,0.875,0.3259,0.6728,0.3638,0.066,0.0598,0.1632,0.0999
312,A tiny panda holding a bowl of ramen in a bustling market,0.851952,0.4804609896538749,0.878271083512,4.5,0.875,0.4442,0.8277,0.4087,0.1472,0.1185,0.2248,0.1498
313,A cheerful elephant florist with a bowl of ramen,0.838257,0.445541616424875,0.8719734024218749,3.75,0.6875,0.2753,0.6018,0.3542,0.0779,0.0097,0.1473,0.0899
314,A bat mixing a bubbling potion on a cliff overlooking the sea,0.840303,0.4743995684148749,0.8781770774875001,3.5,0.625,0.3662,0.736,0.425,0.0157,0.0058,0.1488,0.0735
315,A raccoon and a tiger sipping tea in a garden,0.844607,0.4770642603955,0.882419918619875,3.5,0.625,0.4138,0.7909,0.4336,0.0026,0.0792,0.1718,0.0881
316,A meerkat judge blowing glass ornaments,0.830188,0.4414958929954999,0.815527844173875,3.25,0.5625,0.0636,0.1301,0.3834,0.1083,0.113,0.2015,0.1273
317,A toucan feeding pigeons in a plaza in a lantern-lit alley,0.850683,0.453146998998875,0.859039304909875,3.25,0.5625,0.3057,0.6409,0.3669,0.0854,0.067,0.1731,0.1093
318,A hedgehog ranger on a floating island,0.835742,0.453212101509875,0.8717579519648749,4.0,0.75,0.2692,0.5989,0.4025,0.1352,0.0583,0.1987,0.1264
319,A platypus ranger conducting an orchestra,0.83768,0.457479894528875,0.88183566395,4.0,0.75,0.3153,0.6662,0.3437,0.0652,0.0643,0.1577,0.0984
